dataset_a,label_a_id,label_a_name,dataset_b,label_b_id,label_b_name,score_a_to_b,score_b_to_a,relation_score,pass_threshold
MNIST,3,3,EMNIST,60,y,0.026741471141576767,0.0009924302576109767,0.013866950699593872,False
MNIST,3,3,EMNIST,61,z,0.09715263545513153,0.0007620826945640147,0.04895735907484777,False
MNIST,4,4,EMNIST,0,0,0.036691684275865555,0.0001317107817158103,0.018411697528790683,False
MNIST,4,4,EMNIST,1,1,0.00900588370859623,8.41073488118127e-05,0.004544995528704021,False
MNIST,4,4,EMNIST,2,2,0.012184036895632744,0.0001212727656820789,0.006152654830657411,False
MNIST,4,4,EMNIST,3,3,0.011297624558210373,1.1719332178472541e-05,0.005654671945194423,False
MNIST,4,4,EMNIST,4,4,0.5298666954040527,0.8698477745056152,0.699857234954834,True
MNIST,4,4,EMNIST,5,5,0.022101398557424545,2.3794274966348894e-05,0.011062596416195447,False
MNIST,4,4,EMNIST,6,6,0.08461777120828629,0.0008739180630072951,0.04274584463564679,False
MNIST,4,4,EMNIST,7,7,0.04013127088546753,8.366644760826603e-05,0.020107468666537898,False
MNIST,4,4,EMNIST,8,8,0.01961459405720234,8.378570055356249e-05,0.00984918987887795,False
MNIST,4,4,EMNIST,9,9,0.10018669068813324,0.000898469821549952,0.050542580254841596,False
MNIST,4,4,EMNIST,10,A,0.21804773807525635,0.00935177318751812,0.11369975563138723,True
MNIST,4,4,EMNIST,11,B,0.021672558039426804,1.988221993087791e-05,0.01084622012967884,False
MNIST,4,4,EMNIST,12,C,0.028728511184453964,0.00012305055861361325,0.014425780871533789,False
MNIST,4,4,EMNIST,13,D,0.03273069113492966,6.480254523921758e-05,0.016397746840084437,False
MNIST,4,4,EMNIST,14,E,0.037733294069767,6.675614713458344e-06,0.01886998484224023,False
MNIST,4,4,EMNIST,15,F,0.09079788625240326,0.0002158708666684106,0.045506878559535835,False
MNIST,4,4,EMNIST,16,G,0.03823912888765335,3.5387816751608625e-05,0.01913725835220248,False
MNIST,4,4,EMNIST,17,H,0.5037345886230469,0.02332885190844536,0.2635317202657461,True
MNIST,4,4,EMNIST,18,I,0.010286333039402962,1.8564787751529366e-05,0.0051524489135772455,False
MNIST,4,4,EMNIST,19,J,0.018500402569770813,1.8157010345021263e-05,0.009259279790057917,False
MNIST,4,4,EMNIST,20,K,0.25361162424087524,0.001253131777048111,0.12743237800896168,True
MNIST,4,4,EMNIST,21,L,0.04888717085123062,0.001883883262053132,0.025385527056641877,False
MNIST,4,4,EMNIST,22,M,0.18085186183452606,0.004237792454659939,0.092544827144593,False
MNIST,4,4,EMNIST,23,N,0.2972400188446045,0.004369671456515789,0.15080484515056014,True
MNIST,4,4,EMNIST,24,O,0.03618890792131424,3.77219075744506e-05,0.018113314914444345,False
MNIST,4,4,EMNIST,25,P,0.13195732235908508,0.00021195944282226264,0.06608464090095367,False
